general_id	dating_typology_start	dating_typology_end	find_area	typology_class_1	typology_class_2	typology_class_3	typology_class_4	orientation
OLY- - Br746	-599	-400	Temple of Zeus	Waffe	Shield and accessories	Befestigungen für Handhaben	D6	(Missing)
OLY- - B238 / B4666	-599	-400	Stadium (North)	Waffe	Shield and accessories	Befestigungen für Handhaben	D7	(Missing)
OLY- - Br542	-599	-400	Temple of Zeus	Waffe	Shield and accessories	Rhombenförmige Zierbeschläge	E	(Missing)
OLY- - Br275	-599	-400	Temple of Zeus	Waffe	Shield and accessories	Rhombenförmige Zierbeschläge	E	(Missing)
OLY- - Inv. 1886, Nr. 131	-599	-400	Pelopion	Waffe	Shield and accessories	Rhombenförmige Zierbeschläge	E	(Missing)
OLY- - Br10865	-599	-400	Pelopion	Waffe	Shield and accessories	Rhombenförmige Zierbeschläge	E	(Missing)
OLY- - Br2161	-599	-400	Temple of Zeus	Waffe	Shield and accessories	Rhombenförmige Zierbeschläge	E	(Missing)
OLY- - B233	-599	-400	Stadium (West)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B5205	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B459	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B993	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B4753	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B8170	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B462	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B2046	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B460	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B7861	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B8201	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B8790	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B3420	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B8106	-599	-400	South-East Area	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B427	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B8791	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B8211	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B8204	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B4476	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B463	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B4769	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B1541	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B8908	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B4991	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B1908	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B9084	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B3422	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B3421	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B8286	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B4672	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B1783	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B4768	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B234	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1 	(Missing)
OLY- - B1835	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B8203	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B1605	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B4784	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B4913	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B8343	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B1787	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B2890	-599	-400	Stadium (West)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B8202	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B1942	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B3002	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B8907	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B3418	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B927	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B853	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B1784	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B4920	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B3424	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B2006	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B584	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B1887	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B994	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B8161	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B4287	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - Br7337	-599	-400	Pelopion	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B2113	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B232	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B270	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B3425	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B4932	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B629	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B628	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B4937	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - Br1760	-599	-400	Temple of Zeus	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B2889	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B4565	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B627	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B8163	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B4832	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B8990	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B461	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B8159	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B4438	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B1938	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B1607	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B1909	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B9090	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B2047	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B1542	-599	-400	Stadium (West)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B235	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B4659	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B1930	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B3633	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B6064	-599	-400	South-East Area	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B1543	-599	-400	Stadium (West)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B8287	-599	-400	Stadium (North)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B1785	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B8019	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F1	(Missing)
OLY- - B6621	-599	-400	South-East Area	Waffe	Shield and accessories	Runde Appliken	F2	(Missing)
OLY- - B7222	-599	-400	South-East Area	Waffe	Shield and accessories	Runde Appliken	F2	(Missing)
OLY- - B1237	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F2	(Missing)
OLY- - B2495	-599	-400	Stadium (West)	Waffe	Shield and accessories	Runde Appliken	F2	(Missing)
OLY- - B2496	-599	-400	Stadium (West)	Waffe	Shield and accessories	Runde Appliken	F2	(Missing)
OLY- - B1238	-599	-400	Stadium (West)	Waffe	Shield and accessories	Runde Appliken	F2	(Missing)
OLY- - B7371	-599	-400	South-East Area	Waffe	Shield and accessories	Runde Appliken	F2	(Missing)
OLY- - B782	-599	-400	Stadium (West)	Waffe	Shield and accessories	Runde Appliken	F2	(Missing)
OLY- - B1603	-599	-400	Stadium (South)	Waffe	Shield and accessories	Runde Appliken	F3	(Missing)
OLY- - Br13972	-599	-400	Prytaneion	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G1	(Missing)
OLY- - B8253	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G1	(Missing)
OLY- - B5497	-599	-400	South-East Area	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G1	(Missing)
OLY- - B5027	-499	-475	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G2	(Missing)
OLY- - B9048	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G2	(Missing)
OLY- - B1907	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G2	(Missing)
OLY- - B4928	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G2	(Missing)
OLY- - Br8947	-599	-400	Stadium (West)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G2	(Missing)
OLY- - B949	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G2	(Missing)
OLY- - B948	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G2	(Missing)
OLY- - B5121	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G2	(Missing)
OLY- - B1664	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G2	(Missing)
OLY- - B1873	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G2	(Missing)
OLY- - B5915	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G2	(Missing)
OLY- - Br13004	-599	-400	Bouleuterion	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B5194	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B633	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B634	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B8324	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B4773	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B8293	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B4443	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B8651	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B8291	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - Br4034	-599	-400	Temple of Zeus	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - Br4299	-599	-400	Stadium	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B4584	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B1005	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B8981	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B957	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B5022	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B4585	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B7918	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B571	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B567	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B192	-599	-400	Stadium (West)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B475	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B1778	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B2671c	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B2746	-599	-400	Stadium (West)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B7878	-599	-400	Leonidaion	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B921	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B7885	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B9191	-599	-400	South-East Area	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B9144	-599	-400	South-East Area	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B5196	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B9064	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B4327	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B8377	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B1006	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B2102	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B1898	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B570	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B2033	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B2612	-599	-400	Stadium (West)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B9050	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B8290	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B2611	-599	-400	Stadium (West)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B732	-599	-400	Stadium (West)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B1007	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B959	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B1937	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B990	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B3712	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B8928	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B4770	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B5126	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B465	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B962	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B2044	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B569	-599	-400	Stadium	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B1782	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B2045	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B1977	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B8322	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B8312	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B3716	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B9222	-599	-400	South-East Area	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B4553	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - Br842	-599	-400	Temple of Zeus	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - Br11481	-599	-400	Echo Stoa	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B4549	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B313	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B314	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B989	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B8057	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B1899	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B311	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B1648	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B2188	-599	-400	Echo Stoa	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - Br11603	-599	-400	Echo Stoa	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B568	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B1779	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B1634	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B8374	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B6143	-599	-400	South-East Area	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B4785	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B5193	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B7618	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B960	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B231	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B6677	-599	-400	South-East Area	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B1654	-574	-550	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B161	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B4580	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B6045	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B637	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B8874	-599	-400	Stadium	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B8877	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B1560	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B1635	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B963	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B970	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B1009	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B967	-599	-400	Stadium (West)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B1906	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B1903	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B2189	-599	-400	Echo Stoa	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B1954	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B8065	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B8054	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B9047	-599	-400	Treasuries	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B8381	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B8416/7	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B7666	-599	-400	South-East Area	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B8109	-599	-400	South-East Area	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B8110	-599	-400	South-East Area	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B7737	-599	-400	South-East Area	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B9046	-599	-400	Stadium	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B1905	-599	-400	Stadium (South)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B8152	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B8385	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
OLY- - B5466	-599	-400	Stadium (North)	Waffe	Shield and accessories	Armbügel und deren Ansatzplatten	G3	(Missing)
